division,dept,course,term,year,item 1 (i found the course intellectually stimulating),item 2 (the course provided me with a deep understanding of the subject manner) ,item 3 (the instructor created a course atmosphere that was condusive to my learning),"item 4 (course projects, assignments, tests, and/or exams improved my understanding of the course material)","item 5 (course projects, assignments, tests, and/or exams provided opportunity for me to demonstrate an understanding of the course material)","item 6 (overall, the quality of my learning experience in the course was:) ",instructor generated enthusiasm,course workload,i would recommend this course,number invited,number responses,last name,description
artsc,csc,csc343h1,winter,2017,3.4,4.1,3.8,3.7,3.7,3.5,4.1,3.3,3.4,58.00,20,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2017,3.4,4.1,3.8,3.7,3.7,3.5,4.1,3.3,3.4,58.00,20,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2016,3.9,4.3,4.1,4.1,4.2,3.9,4.4,3.7,4.1,57.00,20,janosepah,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2016,3.9,4.3,4.1,4.1,4.2,3.9,4.4,3.7,4.1,57.00,20,miller,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2016,3.9,4.3,4.1,4.1,4.2,3.9,4.4,3.7,4.1,57.00,20,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2016,3.9,4.3,4.1,4.1,4.2,3.9,4.4,3.7,4.1,57.00,20,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2016,3.9,4.3,4.1,4.1,4.2,3.9,4.4,3.7,4.1,57.00,20,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2015,4.1,4.4,4.6,4.6,4.4,4.3,4.7,3.3,4.3,56.00,7,janosepah,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2015,4.1,4.4,4.6,4.6,4.4,4.3,4.7,3.3,4.3,56.00,7,miller,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2015,4.1,4.4,4.6,4.6,4.4,4.3,4.7,3.3,4.3,56.00,7,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2015,4.1,4.4,4.6,4.6,4.4,4.3,4.7,3.3,4.3,56.00,7,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2015,4.1,4.4,4.6,4.6,4.4,4.3,4.7,3.3,4.3,56.00,7,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,2.6,2.8,1.8,2.4,2.4,1.5,1.8,3.1,1.9,127.00,59,rosu,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,2.6,2.8,1.8,2.4,2.4,1.5,1.8,3.1,1.9,127.00,59,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,2.6,2.8,1.8,2.4,2.4,1.5,1.8,3.1,1.9,127.00,59,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,2.6,2.8,1.8,2.4,2.4,1.5,1.8,3.1,1.9,127.00,59,nargesian,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,4.2,4.6,4.7,4.4,4.5,4.2,4.6,3.4,4.5,110.00,35,rosu,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,4.2,4.6,4.7,4.4,4.5,4.2,4.6,3.4,4.5,110.00,35,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,4.2,4.6,4.7,4.4,4.5,4.2,4.6,3.4,4.5,110.00,35,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,4.2,4.6,4.7,4.4,4.5,4.2,4.6,3.4,4.5,110.00,35,nargesian,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,4.1,4.6,4.6,4.3,4.2,4.1,4.5,3.4,4.0,131.00,49,rosu,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,4.1,4.6,4.6,4.3,4.2,4.1,4.5,3.4,4.0,131.00,49,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,4.1,4.6,4.6,4.3,4.2,4.1,4.5,3.4,4.0,131.00,49,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,4.1,4.6,4.6,4.3,4.2,4.1,4.5,3.4,4.0,131.00,49,nargesian,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.6,4.2,3.6,4.1,4.0,3.8,3.4,3.0,4.1,109.00,37,rosu,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.6,4.2,3.6,4.1,4.0,3.8,3.4,3.0,4.1,109.00,37,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.6,4.2,3.6,4.1,4.0,3.8,3.4,3.0,4.1,109.00,37,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.6,4.2,3.6,4.1,4.0,3.8,3.4,3.0,4.1,109.00,37,nargesian,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,3.0,2.8,2.5,2.0,2.7,1.7,3.0,3.0,2.5,24.00,6,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,3.0,2.8,2.5,2.0,2.7,1.7,3.0,3.0,2.5,24.00,6,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,3.0,2.8,2.5,2.0,2.7,1.7,3.0,3.0,2.5,24.00,6,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,3.0,2.8,2.5,2.0,2.7,1.7,3.0,3.0,2.5,24.00,6,el-sayed,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,3.4,4.2,3.6,4.6,4.4,3.8,3.6,3.0,4.2,22.00,7,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,3.4,4.2,3.6,4.6,4.4,3.8,3.6,3.0,4.2,22.00,7,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,3.4,4.2,3.6,4.6,4.4,3.8,3.6,3.0,4.2,22.00,7,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,3.4,4.2,3.6,4.6,4.4,3.8,3.6,3.0,4.2,22.00,7,el-sayed,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,3.4,3.7,3.6,4.0,4.0,3.9,3.3,3.3,4.0,31.00,7,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,3.4,3.7,3.6,4.0,4.0,3.9,3.3,3.3,4.0,31.00,7,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,3.4,3.7,3.6,4.0,4.0,3.9,3.3,3.3,4.0,31.00,7,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,3.4,3.7,3.6,4.0,4.0,3.9,3.3,3.3,4.0,31.00,7,el-sayed,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.9,4.7,4.7,4.4,4.6,4.7,4.7,2.6,4.6,27.00,7,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.9,4.7,4.7,4.4,4.6,4.7,4.7,2.6,4.6,27.00,7,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.9,4.7,4.7,4.4,4.6,4.7,4.7,2.6,4.6,27.00,7,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.9,4.7,4.7,4.4,4.6,4.7,4.7,2.6,4.6,27.00,7,el-sayed,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,2.5,2.8,2.5,2.3,2.2,1.6,2.6,3.2,1.9,86.00,38,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,2.5,2.8,2.5,2.3,2.2,1.6,2.6,3.2,1.9,86.00,38,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,2.5,2.8,2.5,2.3,2.2,1.6,2.6,3.2,1.9,86.00,38,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2018,2.5,2.8,2.5,2.3,2.2,1.6,2.6,3.2,1.9,86.00,38,el-sayed,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,3.7,4.3,3.8,4.4,4.2,3.7,3.6,3.5,3.7,90.00,25,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,3.7,4.3,3.8,4.4,4.2,3.7,3.6,3.5,3.7,90.00,25,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,3.7,4.3,3.8,4.4,4.2,3.7,3.6,3.5,3.7,90.00,25,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2014,3.7,4.3,3.8,4.4,4.2,3.7,3.6,3.5,3.7,90.00,25,el-sayed,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,3.9,4.2,3.7,4.5,4.0,3.8,3.5,3.9,3.8,95.00,15,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,3.9,4.2,3.7,4.5,4.0,3.8,3.5,3.9,3.8,95.00,15,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,3.9,4.2,3.7,4.5,4.0,3.8,3.5,3.9,3.8,95.00,15,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2017,3.9,4.2,3.7,4.5,4.0,3.8,3.5,3.9,3.8,95.00,15,el-sayed,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.9,4.3,4.7,4.5,4.4,4.3,4.6,3.3,4.4,92.00,16,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.9,4.3,4.7,4.5,4.4,4.3,4.6,3.3,4.4,92.00,16,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.9,4.3,4.7,4.5,4.4,4.3,4.6,3.3,4.4,92.00,16,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2015,3.9,4.3,4.7,4.5,4.4,4.3,4.6,3.3,4.4,92.00,16,el-sayed,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2018,3.1,3.4,2.6,3.2,3.5,2.7,2.9,3.6,2.9,46.00,10,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2018,3.1,3.4,2.6,3.2,3.5,2.7,2.9,3.6,2.9,46.00,10,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2018,3.1,3.4,2.6,3.2,3.5,2.7,2.9,3.6,2.9,46.00,10,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2018,3.1,3.4,2.6,3.2,3.5,2.7,2.9,3.6,2.9,46.00,10,liu,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2017,4.2,4.6,4.7,4.5,4.2,4.3,4.7,3.6,4.3,57.00,25,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2017,4.2,4.6,4.7,4.5,4.2,4.3,4.7,3.6,4.3,57.00,25,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2017,4.2,4.6,4.7,4.5,4.2,4.3,4.7,3.6,4.3,57.00,25,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2017,4.2,4.6,4.7,4.5,4.2,4.3,4.7,3.6,4.3,57.00,25,liu,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2016,4.1,4.4,4.4,4.3,4.0,4.1,4.6,3.9,4.3,68.00,16,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2016,4.1,4.4,4.4,4.3,4.0,4.1,4.6,3.9,4.3,68.00,16,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2016,4.1,4.4,4.4,4.3,4.0,4.1,4.6,3.9,4.3,68.00,16,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2016,4.1,4.4,4.4,4.3,4.0,4.1,4.6,3.9,4.3,68.00,16,liu,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2015,3.7,4.1,4.2,4.3,4.0,3.6,4.4,3.4,3.9,71.00,18,meraji,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2015,3.7,4.1,4.2,4.3,4.0,3.6,4.4,3.4,3.9,71.00,18,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2015,3.7,4.1,4.2,4.3,4.0,3.6,4.4,3.4,3.9,71.00,18,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2015,3.7,4.1,4.2,4.3,4.0,3.6,4.4,3.4,3.9,71.00,18,liu,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2013,3.8,4.2,3.3,4.3,4.4,3.5,3.3,3.3,3.8,106.00,29,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2013,3.8,4.2,3.3,4.3,4.4,3.5,3.3,3.3,3.8,106.00,29,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2014,3.5,4.0,3.3,3.7,3.8,3.1,3.2,3.1,3.6,99.00,32,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2014,3.5,4.0,3.3,3.7,3.8,3.1,3.2,3.1,3.6,99.00,32,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2013,3.5,3.9,3.2,3.7,3.6,3.1,3.1,3.3,3.6,117.00,28,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2013,3.6,3.9,3.6,4.1,3.9,3.3,3.1,3.1,3.9,35.00,15,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,fall,2013,3.6,3.9,3.6,4.1,3.9,3.3,3.1,3.1,3.9,35.00,15,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2014,3.5,3.9,3.2,4.0,4.1,3.3,2.9,3.0,3.9,76.00,25,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2014,3.5,3.9,3.2,4.0,4.1,3.3,2.9,3.0,3.9,76.00,25,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2013,3.7,4.4,4.4,4.2,4.1,4.0,,3.4,4.1,56.00,23,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2013,3.8,4.0,4.1,3.8,3.5,3.6,,3.5,3.7,58.00,22,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2013,3.9,4.1,4.1,4.1,3.9,3.9,,3.6,4.0,30.00,7,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2013,4.4,4.8,4.6,4.2,4.0,4.2,,4.2,4.6,7.00,5,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2013,3.9,4.0,4.2,3.9,3.9,3.9,,3.4,4.1,57.00,27,horton,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2014,3.3,3.7,2.9,4.0,3.9,3.2,2.9,2.8,3.8,58.00,20,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc343h1,winter,2014,3.4,3.8,3.1,3.8,4.0,3.1,3.2,3.1,3.5,112.00,38,papangelis,introduction to database management systems the relational data model relational algebra querying and updating databases the query language sql application programming with sql integrity constraints normal forms and database design elements of database system technology query processing transaction management
artsc,csc,csc311h1,fall,2022,4.1,3.8,3.7,3.4,3.4,3.1,3.8,4.1,3.4,97.00,23,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2022,4.1,3.8,3.7,3.4,3.4,3.1,3.8,4.1,3.4,97.00,23,grosse,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2022,4.1,3.8,3.7,3.4,3.4,3.1,3.8,4.1,3.4,97.00,23,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2022,4.1,3.8,3.7,3.4,3.4,3.1,3.8,4.1,3.4,97.00,23,maddison,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2022,4.1,3.8,3.7,3.4,3.4,3.1,3.8,4.1,3.4,97.00,23,erdogdu,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2021,3.9,3.6,2.9,3.9,3.6,2.9,3.0,4.4,2.9,109.00,21,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2021,3.9,3.6,2.9,3.9,3.6,2.9,3.0,4.4,2.9,109.00,21,grosse,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2021,3.9,3.6,2.9,3.9,3.6,2.9,3.0,4.4,2.9,109.00,21,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2021,3.9,3.6,2.9,3.9,3.6,2.9,3.0,4.4,2.9,109.00,21,maddison,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2021,3.9,3.6,2.9,3.9,3.6,2.9,3.0,4.4,2.9,109.00,21,erdogdu,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2023,4.3,4.1,4.2,4.0,3.8,3.5,4.1,4.0,3.6,108.00,57,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2023,4.3,4.1,4.2,4.0,3.8,3.5,4.1,4.0,3.6,108.00,57,grosse,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2023,4.3,4.1,4.2,4.0,3.8,3.5,4.1,4.0,3.6,108.00,57,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
